id_edicion,anio,id_evento,evento,codigo_noc,gold,silver,bronze,filas_atleta,estado,motivo,fuente_oficial
2,1900,510,"Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)",FRA,,,Achille Paroche; Auguste Cavadini; Jean Justin Ren Thomas; Jean Thomas; Lon Ernest Moreaux; Lon Moreaux; Léon Moreaux; Maurice Lecoq; Nicolas Paroche; René Thomas,12,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,561,"Standing Long Jump, Men (Olympic)",USA,Ray Ewry,Irv Baxter,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,561,"Standing Long Jump, Men (Olympic)",FRA,,,Émile Torchebœuf,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,629,"Coxed Fours, Men (Olympic)",NED,,Coenraad Hiebendaal; Geert Lotsij; Hermanus Brockmann; Johannes Terwogt; Paul Lotsij,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,629,"Coxed Fours, Men (Olympic)",FRA,Charlot; Henri Bouckaert; Henri Hazebrouck; Jean Cau; Émile Delchambre,Charles Perrin; Daniel Soubeyran; Georges Lumpp; Émile Wegelin,,9,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,629,"Coxed Fours, Men (Olympic)",GER,Carl Heinrich Goßler; Gustav Goßler; Oscar Goßler; Waldemar Tietgens; Walther Katzenstein,,Adolf Möller; Egmont Zahn; Ernst Felle; Franz Kröwerath; Hermann Wilker; Hugo Rüster; Julius Körner; Karl Lehle; Max Ammermann; Otto Fickeisen; Wilhelm Carstens,16,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,632,"Coxed Pairs, Men (Olympic)",NED,François Brandt; Hermanus Brockmann; Roelof Klein,,,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,632,"Coxed Pairs, Men (Olympic)",FRA,,Lucien Martinet; René Waleff,Antoine Védrenne; Carlos Deltour; Paoli,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,634,"Single Sculls, Men (Olympic)",FRA,Hermann Barrelet,André Gaudin,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,634,"Single Sculls, Men (Olympic)",GBR,,,St George Ashe,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,649,"Water Polo, Men (Olympic)",BEL,,Arthur Upton; Auguste Michant; Fernand Feyaerts; Georges Romer; Guillaume Séron; Henri Cohen; Jean De Backer; Oscar Grégoire; Victor Sonnemans; Victor de Behr,,10,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,649,"Water Polo, Men (Olympic)",FRA,,,Alphonse Decuyper; Auguste Camelin; Auguste Pesloy; Eugène Coulon; Fardel; Henri Peslier; Kléber Fiolet; Paul Vasseur,8,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,649,"Water Polo, Men (Olympic)",GBR,Tom Coe; Victor Lindberg,,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,670,"Trap, Men (Olympic)",BEL,,René Guyot,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,670,"Trap, Men (Olympic)",FRA,Roger de Barbarin,,"Justinien, Comte Clary",2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,676,"Free Pistol, 50 metres, Men (Olympic)",SUI,Conrad Karl Röderer,,Konrad Stäheli,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,676,"Free Pistol, 50 metres, Men (Olympic)",FRA,,Achille Paroche,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,711,"Free Pistol, 50 metres, Team, Men (Olympic)",NED,,,Anthony Sweijs; Antoine Bouwens; Dirk Boest Gips; Henrik Sillem; Solko van den Bergh,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,711,"Free Pistol, 50 metres, Team, Men (Olympic)",SUI,Conrad Karl Röderer; Friedrich Lüthi; Konrad Stäheli; Louis Richardet; Paul Probst,,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,711,"Free Pistol, 50 metres, Team, Men (Olympic)",FRA,,Achille Paroche; Jules Trinité; Louis Dutfoy; Léon Moreaux; Maurice Lecoq,,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,717,"Free Rifle, Kneeling, 300 metres, Men (Olympic)",SUI,Konrad Stäheli,Emil Kellenberger,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,717,"Free Rifle, Kneeling, 300 metres, Men (Olympic)",DEN,,Anders Peter Nielsen,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,718,"Free Rifle, Prone, 300 metres, Men (Olympic)",NOR,,,Ole Østmo,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,718,"Free Rifle, Prone, 300 metres, Men (Olympic)",DEN,,Anders Peter Nielsen,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,718,"Free Rifle, Prone, 300 metres, Men (Olympic)",FRA,Achille Paroche,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,719,"Free Rifle, Standing, 300 metres, Men (Olympic)",NOR,,Ole Østmo,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,719,"Free Rifle, Standing, 300 metres, Men (Olympic)",BEL,,,Charles Paumier du Verger,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,719,"Free Rifle, Standing, 300 metres, Men (Olympic)",DEN,Lars Jørgen Madsen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,779,"200 metres Freestyle, Men (Olympic)",AUS,"Frederick Claude Vivian ""Fred"" Lane; Frederick Lane",,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,779,"200 metres Freestyle, Men (Olympic)",AUT,,,Karl Ruberl,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,779,"200 metres Freestyle, Men (Olympic)",GBR,Fred Lane,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,779,"200 metres Freestyle, Men (Olympic)",HUN,,Zoltn Halmay; Zoltn Imre dn von Halmay; Zoltán Halmay,,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,8,"Épée, Individual, Men (Olympic)",CUB,Ramón Fonst,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,8,"Épée, Individual, Men (Olympic)",FRA,,Louis Perrée,Léon Sée,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,802,"200 metres Backstroke, Men (Olympic)",AUT,,Karl Ruberl,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,802,"200 metres Backstroke, Men (Olympic)",NED,,,Johannes Drost,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,802,"200 metres Backstroke, Men (Olympic)",GER,Ernst Hoppenberg,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,81,"Sur La Perche À La Herse, Men (Olympic)",BEL,Emmanuel Foulon,,"Druart, Jr.",2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,81,"Sur La Perche À La Herse, Men (Olympic)",FRA,,Auguste Serrurier,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,819,"1,000 metres Freestyle, Men (Olympic)",AUT,,Otto Wahle,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,819,"1,000 metres Freestyle, Men (Olympic)",GBR,John Jarvis,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,819,"1,000 metres Freestyle, Men (Olympic)",HUN,,,Zoltán Halmay,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,82,"Au Chapelet, 33 metres, Men (Olympic)",BEL,Hubert Van Innis,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,82,"Au Chapelet, 33 metres, Men (Olympic)",FRA,,Victor Thibault,Frédéric Petit,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,820,"200 metres Obstacle Course, Men (Olympic)",AUT,,Otto Wahle,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,820,"200 metres Obstacle Course, Men (Olympic)",GBR,Fred Lane,,Peter Kemp,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,83,"Au Chapelet, 50 metres, Men (Olympic)",FRA,Eugène Mougin,Henri Helle,Émile Mercier,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,84,"Au Cordon Doré, 33 metres, Men (Olympic)",BEL,Hubert Van Innis,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,84,"Au Cordon Doré, 33 metres, Men (Olympic)",FRA,,Victor Thibault,Frédéric Petit,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,843,"Underwater Swimming, Men (Olympic)",DEN,,,Peder Lykkeberg,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,843,"Underwater Swimming, Men (Olympic)",FRA,Charles Devendeville,André Six,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,85,"Au Cordon Doré, 50 metres, Men (Olympic)",BEL,,Hubert Van Innis,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,85,"Au Cordon Doré, 50 metres, Men (Olympic)",FRA,Henri Hérouin,,Émile Fisseux,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,86,"Championnat Du Monde, Men (Olympic)",BEL,,Hubert Van Innis,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,86,"Championnat Du Monde, Men (Olympic)",FRA,Henri Hérouin,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,860,"4,000 metres Freestyle, Men (Olympic)",FRA,,,Louis Martin,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,860,"4,000 metres Freestyle, Men (Olympic)",GBR,John Jarvis,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,860,"4,000 metres Freestyle, Men (Olympic)",HUN,,Zoltán Halmay,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,861,"200 metres Team Swimming, Men (Olympic)",FRA,,Joseph Bertrand; Jules Verbecke; Maurice Hochepied; Victor Cadet; Victor Hochepied,Désiré Mérchez; Georges Leuillieux; Louis Martin; René Tartara,9,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,861,"200 metres Team Swimming, Men (Olympic)",GER,Ernst Hoppenberg; Ernst Lührsen; Gustav Lexau; Max Hainle,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,92,"Sur La Perche À La Pyramide, Men (Olympic)",BEL,,,Louis Glineur,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,92,"Sur La Perche À La Pyramide, Men (Olympic)",FRA,Émile Grumiaux,Auguste Serrurier,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,95,"1,500 metres, Men (Olympic)",USA,,,John Bray,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,95,"1,500 metres, Men (Olympic)",FRA,,Henry Deloge,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,95,"1,500 metres, Men (Olympic)",GBR,Charles Bennett,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,96,"Marathon, Men (Olympic)",SWE,,,Ernst Fast,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,96,"Marathon, Men (Olympic)",FRA,Michel Théato,Émile Champion,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,993,"Open, Open (Olympic)",FRA,,,Émile Michelet,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,993,"Open, Open (Olympic)",GBR,"Algernon Maudslay; John Gretton, Jr.; Lorne Currie",,,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,993,"Open, Open (Olympic)",GER,,Georg Naue; Heinrich Peters; Ottokar Weise; Paul Wiesner,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,994,"1-2 Ton, Open (Olympic)",SUI,"Bernard, Comte de Pourtalès; Hermann, Comte de Pourtalès; Hélène, Comtesse de Pourtalès","Bernard, Comte de Pourtalès; Hermann, Comte de Pourtalès; Hélène, Comtesse de Pourtalès",,6,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,994,"1-2 Ton, Open (Olympic)",FRA,,Albert Duval; Auguste Albert; Charles Hugo; François Vilamitjana,Albert Duval; Auguste Albert; Charles Hugo; Dubosq; François Vilamitjana; Jacques Baudrier; Lucien Baudrier; Édouard Mantois,12,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,994,"1-2 Ton, Open (Olympic)",GER,Georg Naue; Heinrich Peters; Ottokar Weise; Paul Wiesner,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,999,"½-1 Ton, Open (Olympic)",FRA,Louis Auguste-Dormeuil,Félix Marcotte; Jacques Baudrier; Jean Le Bret; Jules Valton; Marcel Meran; William Martin; Émile Michelet,Félix Marcotte; Jacques Baudrier; Jean Le Bret; Jules Valton; Marcel Meran; William Martin; Émile Michelet,15,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
2,1900,999,"½-1 Ton, Open (Olympic)",GBR,"Algernon Maudslay; John Gretton, Jr.; Lorne Currie",,,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,101,"Welterweight, Men (Olympic)",AUS,,,Kevin Hogarth,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,101,"Welterweight, Men (Olympic)",ROU,Nicolae Linca,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,101,"Welterweight, Men (Olympic)",GBR,,,Nicky Gargano,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,101,"Welterweight, Men (Olympic)",IRL,,Fred Tiedt,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1013,"400 metres Hurdles, Men (Olympic)",USA,Glenn Davis,Eddie Southern,Josh Culbreath,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1014,"200 metres, Women (Olympic)",AUS,Betty Cuthbert,,Marlene Mathews-Willard,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1014,"200 metres, Women (Olympic)",GER,,Christa Stubnick,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1017,"Javelin Throw, Women (Olympic)",URS,Inese Jaunzeme,,Nadezhda Konyayeva,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1017,"Javelin Throw, Women (Olympic)",CHI,,Marlene Ahrens,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1019,"3,000 metres Steeplechase, Men (Olympic)",NOR,,,Ernst Larsen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1019,"3,000 metres Steeplechase, Men (Olympic)",GBR,Chris Brasher,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1019,"3,000 metres Steeplechase, Men (Olympic)",HUN,,Sándor Rozsnyói,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,102,"Light-Heavyweight, Men (Olympic)",ROU,,Gheorghe Negrea,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,102,"Light-Heavyweight, Men (Olympic)",URS,,,Romualdas Murauskas,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,102,"Light-Heavyweight, Men (Olympic)",USA,Jim Boyd,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,102,"Light-Heavyweight, Men (Olympic)",CHI,,,Carlos Lucas,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1020,"5,000 metres, Men (Olympic)",URS,Vladimir Kuts,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1020,"5,000 metres, Men (Olympic)",GBR,,Gordon Pirie,Derek Ibbotson,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1021,"20 kilometres Race Walk, Men (Olympic)",URS,Leonid Spirin,Antanas Miknas; Antanas Mikėnas,Bruno Junk,5,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1022,"50 kilometres Race Walk, Men (Olympic)",NZL,Norman Read,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1022,"50 kilometres Race Walk, Men (Olympic)",SWE,,,John Ljunggren,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1022,"50 kilometres Race Walk, Men (Olympic)",URS,,Yevgeny Maskinskov,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1023,"10,000 metres, Men (Olympic)",AUS,,,Al Lawrence,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1023,"10,000 metres, Men (Olympic)",URS,Vladimir Kuts,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1023,"10,000 metres, Men (Olympic)",HUN,,József Kovács,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1024,"High Jump, Women (Olympic)",URS,,Mariya Pisareva,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1024,"High Jump, Women (Olympic)",USA,Millie McDaniel,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1024,"High Jump, Women (Olympic)",GBR,,Thelma Hopkins,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1025,"100 metres, Women (Olympic)",AUS,Betty Cuthbert,,Marlene Mathews-Willard,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1025,"100 metres, Women (Olympic)",GER,,Christa Stubnick,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1026,"Discus Throw, Women (Olympic)",TCH,Olga Fikotová-Connolly,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1026,"Discus Throw, Women (Olympic)",URS,,Irina Beglyakova,Nina Romashkova-Ponomaryova,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,103,"Featherweight, Men (Olympic)",POL,,,Henryk Niedźwiedzki,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,103,"Featherweight, Men (Olympic)",URS,Vladimir Safronov,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,103,"Featherweight, Men (Olympic)",FIN,,,Pentti Hämäläinen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,103,"Featherweight, Men (Olympic)",GBR,,Tommy Nicholls,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1030,"Shot Put, Women (Olympic)",URS,Tamara Tyshkevich,Galina Zybina,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1030,"Shot Put, Women (Olympic)",GER,,,Marianne Werner,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1031,"80 metres Hurdles, Women (Olympic)",AUS,Shirley Strickland de la Hunty,,Norma Thrower,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,1031,"80 metres Hurdles, Women (Olympic)",GER,,Gisela Köhler-Birkemeyer,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,104,"Light-Welterweight, Men (Olympic)",ITA,,Franco Nenci,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,104,"Light-Welterweight, Men (Olympic)",ROU,,,Constantin Dumitrescu,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,104,"Light-Welterweight, Men (Olympic)",RSA,,,Henry Loubscher,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,104,"Light-Welterweight, Men (Olympic)",URS,Vladimir Engibaryan,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,105,"Flyweight, Men (Olympic)",ROU,,Mircea Dobrescu,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,105,"Flyweight, Men (Olympic)",FRA,,,René Libeer,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,105,"Flyweight, Men (Olympic)",GBR,Terry Spinks,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,105,"Flyweight, Men (Olympic)",IRL,,,Johnny Caldwell,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,106,"Lightweight, Men (Olympic)",URS,,,Anatoly Lagetko,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,106,"Lightweight, Men (Olympic)",GBR,Dick McTaggart,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,106,"Lightweight, Men (Olympic)",GER,,Harry Kurschat,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,106,"Lightweight, Men (Olympic)",IRL,,,Tony Byrne,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,107,"Heavyweight, Men (Olympic)",ITA,,,Mino Bozzano,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,107,"Heavyweight, Men (Olympic)",RSA,,,Daan Bekker,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,107,"Heavyweight, Men (Olympic)",URS,,Lev Mukhin,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,107,"Heavyweight, Men (Olympic)",USA,Pete Rademacher,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,108,"Bantamweight, Men (Olympic)",KOR,,Song Sun-Cheon,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,108,"Bantamweight, Men (Olympic)",CHI,,,Claudio Barrientos,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
20,1956,108,"Bantamweight, Men (Olympic)",GER,Wolfgang Behrendt,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
