componente_atleta,miembros,nombres,tamano,fuentes,pares_evaluados,pares_safe,pares_review_conflict,pares_same_source_review,transitividad_insegura,attribute_conflict,clasificacion,id_atleta_canonico_propuesto,nombre_canonico_propuesto,puntuacion_completitud_canonico,razon,campos_a_rellenar,campos_attribute_conflict
AT001215,9881;246538,Oliver Kegel | Oliver Kegel,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9881,Oliver Kegel,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001216,9883;248853,Gunar Kirchbach | Gunar Kirchbach,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9883,Gunar Kirchbach,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001217,9889;254650,Martin Lang | Martin Lang,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9889,Martin Lang,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001218,9891;257636,Jochen Lettmann | Jochen Lettmann,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9891,Jochen Lettmann,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001219,9896;261162,Heinz Lucke | Heinz Lucke,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9896,Heinz Lucke,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001220,9899;266154,Horst Mattern | Horst Mattern,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9899,Horst Mattern,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001221,9903;281699,Ulrich Papke | Ulrich Papke,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9903,Ulrich Papke,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001222,9926;299731,Matthias Seack | Matthias Seack,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9926,Matthias Seack,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001223,9927;299732,Oliver Seack | Oliver Seack,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9927,Oliver Seack,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001224,9933;308360,Erich Suhrbier | Erich Suhrbier,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9933,Erich Suhrbier,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001225,9935;314768,Michael Trummer | Michael Trummer,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9935,Michael Trummer,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001226,9941;323432,Friedhelm Wentzke | Friedhelm Wentzke,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9941,Friedhelm Wentzke,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001227,9943;324119,Ralf Wienand | Ralf Wienand,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9943,Ralf Wienand,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001228,9944;325138,Olaf Winter | Olaf Winter,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9944,Olaf Winter,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001229,9955;239382,Hui Cheong | Hui Cheong,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9955,Hui Cheong,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001230,9998;221314,Imre Farkas | Imre Farkas,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,9998,Imre Farkas,18/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001231,10018;246791,Imre Kemecsey | Imre Kemecsey,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10018,Imre Kemecsey,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001232,10065;245798,Abdul Karim | Abdul Karim,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10065,Abdul Karim,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001233,10066;290373,Abdul Razak | Abdul Razak,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10066,Abdul Razak,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001234,10074;237953,Conor Holmes | Conor Holmes,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10074,Conor Holmes,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001235,10076;263428,Conor Maloney | Conor Maloney,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10076,Conor Maloney,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001236,10083;203744,Lior Carmi | Lior Carmi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10083,Lior Carmi,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001237,10100;188273,Tiziano Annoni | Tiziano Annoni,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10100,Tiziano Annoni,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001238,10105;200908,Pietro Bruschi | Pietro Bruschi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10105,Pietro Bruschi,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001239,10122;217067,Bruno Dreossi | Bruno Dreossi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10122,Bruno Dreossi,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001240,10128;261566,Enrico Lupetti | Enrico Lupetti,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10128,Enrico Lupetti,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001241,10132;263597,Francesco Mandragona | Francesco Mandragona,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10132,Francesco Mandragona,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001242,10134;265786,Antonio Mastrandrea | Antonio Mastrandrea,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10134,Antonio Mastrandrea,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001243,10139;282336,Ilario Passerini | Ilario Passerini,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10139,Ilario Passerini,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001244,10144;285485,Alessandro Pieri | Alessandro Pieri,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10144,Alessandro Pieri,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001245,10157;315705,Francesco Uberti | Francesco Uberti,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10157,Francesco Uberti,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001246,10163;249898,Hiroko Kobayashi | Hiroko Kobayashi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10163,Hiroko Kobayashi,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001247,10164;249904,Miyuki Kobayashi | Miyuki Kobayashi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10164,Miyuki Kobayashi,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001248,10166;274005,Keiko Muto | Keiko Muto,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10166,Keiko Muto,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001249,10171;322516,Asako Watanabe | Asako Watanabe,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10171,Asako Watanabe,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001250,10173;225284,Tsuyoshi Fujino | Tsuyoshi Fujino,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10173,Tsuyoshi Fujino,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001251,10174;225337,Shusei Fukuzato | Shusei Fukuzato,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10174,Shusei Fukuzato,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001252,10183;250201,Kazumori Koike | Kazumori Koike,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10183,Kazumori Koike,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001253,10185;274507,Mitsuo Nakanishi | Mitsuo Nakanishi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10185,Mitsuo Nakanishi,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001254,10189;297709,Tadamasa Sato | Tadamasa Sato,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10189,Tadamasa Sato,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001255,10196;326507,Hisao Yanagisawa | Hisao Yanagisawa,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10196,Hisao Yanagisawa,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001256,10199;227073,Ilfat Gatyatullin | Ilfat Gatyatullin,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10199,Ilfat Gatyatullin,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001257,10200;326820,Yevgeny Yegorov | Yevgeny Yegorov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10200,Yevgeny Yegorov,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001258,10203;295848,Andrey Safaryan | Andrey Safaryan,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10203,Andrey Safaryan,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001259,10204;300410,Sergey Sergeyev | Sergey Sergeyev,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10204,Sergey Sergeyev,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001260,10205;303480,Sergey Skrypnik | Sergey Skrypnik,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10205,Sergey Skrypnik,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001261,10207;270447,Andrey Mitkovets | Andrey Mitkovets,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10207,Andrey Mitkovets,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001262,10208;315951,Yury Ulyachenko | Yury Ulyachenko,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10208,Yury Ulyachenko,8/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001263,10209;206544,Choi Seon-Hyeong | Choi Seon-hyeong,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10209,Choi Seon-Hyeong,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001264,10211;248356,Kim Mi-Ja | Kim Mi-ja,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10211,Kim Mi-Ja,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001265,10212;256309,Lee Do-Hui | Lee Do-hui,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10212,Lee Do-Hui,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001266,10215;206491,Choi Chang-Hwan | Choi Chang-hwan,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10215,Choi Chang-Hwan,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001267,10216;205993,Cheon In-Sik | Cheon In-sik,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10216,Cheon In-Sik,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001268,10218;242878,Jeon Gwang-Rak | Jeon Gwang-rak,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10218,Jeon Gwang-Rak,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001269,10219;226152,Gang Gi-Jin | Gang Gi-jin,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10219,Gang Gi-Jin,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001270,10220;248157,Kim Dong-Su | Kim Dong-su,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10220,Kim Dong-Su,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001271,10221;256644,Lee Yong-Cheol | Lee Yong-cheol,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10221,Lee Yong-Cheol,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001272,10226;281902,Park Gyeong-Cheol | Park Gyeong-cheol,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10226,Park Gyeong-Cheol,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001273,10230;327566,Yun Hui-Chun | Yun Hui-chun,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10230,Yun Hui-Chun,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001274,10233;249383,Jefimijs Klementjevs | Jefimijs Klementjevs,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10233,Jefimijs Klementjevs,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001275,10243;258406,Roland Licker | Roland Licker,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10243,Roland Licker,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001276,10245;276098,Jean Nickels | Jean Nickels,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10245,Jean Nickels,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001277,10263;222447,Arturo Ferrer | Arturo Ferrer,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10263,Arturo Ferrer,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001278,10293;196952,Arend Bloem | Arend Bloem,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10293,Arend Bloem,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001279,10307;276482,Jan-Dirk Nijkamp | Jan-Dirk Nijkamp,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10307,Jan-Dirk Nijkamp,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001280,10309;291302,Michael Reys | Michael Reys,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10309,Michael Reys,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001281,10325;325236,Jan Wittenberg | Jan Wittenberg,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10325,Jan Wittenberg,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001282,10327;199588,Hege Brannsten | Hege Brannsten,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10327,Hege Brannsten,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001283,10329;278383,Kari Ofstad | Kari Ofstad,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10329,Kari Ofstad,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001284,10332;321607,Anne Wahl | Anne Wahl,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10332,Anne Wahl,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001285,10334;187288,Harald Amundsen | Harald Amundsen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10334,Harald Amundsen,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001286,10335;187294,Steinar Amundsen | Steinar Amundsen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10335,Steinar Amundsen,17/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001287,10336;195177,Tore Berger | Tore Berger,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10336,Tore Berger,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001288,10337;148756,Per Blom | Per Conrad Sren Blom,2,fuente1 | fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,10337,Per Blom,13/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT001289,10346;243471,Jan Johansen | Jan Johansen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10346,Jan Johansen,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001290,10358;291393,Peter Ribe | Peter Ribe,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10358,Peter Ribe,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001291,10371;199516,Grant Bramwell | Grant Bramwell,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10371,Grant Bramwell,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001292,10380;257353,John Leonard | John Leonard,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10380,John Leonard,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001293,10385;291568,Stephen Richards | Stephen Richards,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10385,Stephen Richards,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001294,10415;211315,Tomasz Darski | Tomasz Darski,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10415,Tomasz Darski,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001295,10418;154172,Jerzy Dziadkowiec | Jerzy Stanisaw Dziadkowiec,2,fuente1 | fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,10418,Jerzy Dziadkowiec,13/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT001296,10438;251390,Dariusz Koszykowski | Dariusz Koszykowski,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10438,Dariusz Koszykowski,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001297,10449;264549,Piotr Markiewicz | Piotr Markiewicz,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10449,Piotr Markiewicz,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001298,10452;268657,Waldemar Merk | Waldemar Merk,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10452,Waldemar Merk,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001299,10476;321800,Mariusz Walkowiak | Mariusz Walkowiak,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10476,Mariusz Walkowiak,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001300,10478;324041,Mariusz Wieczorek | Mariusz Wieczorek,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10478,Mariusz Wieczorek,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001301,10480;325228,Marek Witkowski | Marek Witkowski,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10480,Marek Witkowski,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001302,10494;283717,Silvestre Pereira | Silvestre Pereira,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10494,Silvestre Pereira,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001303,10510;302237,Carmen Simion | Carmen Simion,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10510,Carmen Simion,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001304,10523;209209,Serghei Covaliov | Serghei Covaliov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10523,Serghei Covaliov,16/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001305,10525;211092,Gheorghe Danielov | Gheorghe Danielov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10525,Gheorghe Danielov,16/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001306,10531;221690,Nicolae Fedosei | Nicolae Fedosei,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10531,Nicolae Fedosei,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001307,10533;228638,Alexandru Giura | Alexandru Giura,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10533,Alexandru Giura,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001308,10537;240916,Simion Ismailciuc | Simion Ismailciuc,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10537,Simion Ismailciuc,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT001309,10539;241103,Haralambie Ivanov | Haralambie Ivanov,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,10539,Haralambie Ivanov,16/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
