muestra,componente_atleta,miembros,nombres,tamano,fuentes,pares_evaluados,pares_safe,pares_review_conflict,pares_same_source_review,transitividad_insegura,attribute_conflict,clasificacion,id_atleta_canonico_propuesto,nombre_canonico_propuesto,puntuacion_completitud_canonico,razon,campos_a_rellenar,campos_attribute_conflict,id_atleta_origen_a,nombre_a,id_atleta_origen_b,nombre_b,fuentes_atleta_a,fuentes_atleta_b,ids_originales_a,ids_originales_b,contextos_compartidos,biografia_estado,senales_altura_peso,same_source,event_aliases_used,componente_evento,deportes,disciplinas,generos,pares_conflict_review,pares_faltantes,coexistencia,id_evento_canonico_propuesto
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,68,Dorothy Shepherd-Barron,301195,Dorothy Shepherd-barron,fuente1 | fuente2 | fuente3,fuente3,fuente1:68 | fuente2:109583 | fuente3:218162,fuente3:218163,"[""1924 Summer | GBR | Great Britain-1 | 27 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,86,Walter Crawley,209423,Walter Crawley,fuente1 | fuente2 | fuente3,fuente3,fuente1:86 | fuente2:23727 | fuente3:45986,fuente3:45987,"[""1908 Summer | GBR | Great Britain-4 | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,90,Desmond Douglas,216732,Desmond Douglas,fuente1 | fuente2 | fuente3,fuente3,fuente1:90 | fuente2:29680 | fuente3:57999,fuente3:58000,"[""1988 Summer | GBR | Great Britain-2 | 2245 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,92,Lionel Escombe,220245,Lionel Escombe,fuente1 | fuente2 | fuente3,fuente3,fuente1:92 | fuente2:33132 | fuente3:64766,fuente3:64767,"[""1908 Summer | GBR | Great Britain-3 | 2528 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,95,Leslie Godfree,228918,Leslie Godfree,fuente1 | fuente2 | fuente3,fuente3,fuente1:95 | fuente2:40959 | fuente3:80676,fuente3:80677,"[""1924 Summer | GBR | Great Britain-2 | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,100,George Hillyard,237091,George Hillyard,fuente1 | fuente2 | fuente3,fuente3,fuente1:100 | fuente2:48637 | fuente3:96061,fuente3:96062,"[""1908 Summer | GBR | Great Britain-4 | 2528 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,102,Algernon Kingscote,248735,Algernon Kingscote,fuente1 | fuente2 | fuente3,fuente3,fuente1:102 | fuente2:60525 | fuente3:119559,fuente3:119560,"[""1924 Summer | GBR | Great Britain-1 | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,104,Arthur Lowe,260892,Arthur Lowe,fuente1 | fuente2 | fuente3,fuente3,fuente1:104 | fuente2:71785 | fuente3:143045,fuente3:143046,"[""1912 Summer | GBR | Great Britain-4 | 2528 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,109,Arthur Norris,277251,Arthur Norris,fuente1 | fuente2 | fuente3,fuente3,fuente1:109 | fuente2:86975 | fuente3:173062,fuente3:173063,"[""1900 Summer | GBR | Great Britain-2 | 2 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,110,James Parke,282008,James Parke,fuente1 | fuente2 | fuente3,fuente3,fuente1:110 | fuente2:91641 | fuente3:182307,fuente3:182308,"[""1908 Summer | GBR | Great Britain-2 | 2 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,117,Matthew Syed,309273,Matthew Syed,fuente1 | fuente2 | fuente3,fuente3,fuente1:117 | fuente2:117198 | fuente3:233682,fuente3:233683,"[""2000 Summer | GBR | Great Britain | 2180 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,130,Katja Nolten,277071,Katja Nolten,fuente1 | fuente2 | fuente3,fuente3,fuente1:130 | fuente2:86793 | fuente3:172749,fuente3:172750,"[""1988 Summer | FRG | West Germany | 2076 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,138,Boris Becker,193644,Boris Becker,fuente1 | fuente2 | fuente3,fuente3,fuente1:138 | fuente2:9195 | fuente3:17179,fuente3:17180,"[""1992 Summer | GER | Germany | 2 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,141,Peter Franz,224484,Peter Franz,fuente1 | fuente2 | fuente3,fuente3,fuente1:141 | fuente2:36816 | fuente3:72367,fuente3:72368,"[""2000 Summer | GER | Germany | 2180 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,143,Otto Froitzheim,225032,Otto Froitzheim,fuente1 | fuente2 | fuente3,fuente3,fuente1:143 | fuente2:37299 | fuente3:73391,fuente3:73392,"[""1908 Summer | GER | Germany-1 | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,144,Marc-Kevin Goellner,228964,Marc-Kevin Goellner,fuente1 | fuente2 | fuente3,fuente3,fuente1:144 | fuente2:41006 | fuente3:80754,fuente3:80755,"[""1996 Summer | GER | Germany | 2 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,148,Eric Jelen,242569,Eric Jelen,fuente1 | fuente2 | fuente3,fuente3,fuente1:148 | fuente2:54213 | fuente3:107267,fuente3:107268,"[""1988 Summer | FRG | West Germany | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,151,Stephan Kuhl,252980,Stephan Kuhl,fuente1 | fuente2 | fuente3,fuente3,fuente1:151 | fuente2:64691 | fuente3:128490,fuente3:128491,"[""1992 Summer | GER | Germany | 2321 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,161,Michael Stich,307109,Michael Stich,fuente1 | fuente2 | fuente3,fuente3,fuente1:161 | fuente2:115204 | fuente3:229454,fuente3:229455,"[""1992 Summer | GER | Germany | 2 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,165,Helen Amankwah,186981,Helen Amankwah,fuente1 | fuente2 | fuente3,fuente3,fuente1:165 | fuente2:3286 | fuente3:5839,fuente3:5840,"[""1992 Summer | GHA | Ghana | 2076 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,167,Patience Opokua,279582,Patience Opokua,fuente1 | fuente2 | fuente3,fuente3,fuente1:167 | fuente2:89282 | fuente3:177643,fuente3:177644,"[""1992 Summer | GHA | Ghana | 2076 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAME_SOURCE_REVIEW,,,,,,,,,,,,SAME_SOURCE_REVIEW,,,,SAME_SOURCE_REVIEW: fuente3,,,173,Aristidis Akratopoulos,185272,Aristidis Akratopoulos,fuente1 | fuente2 | fuente3,fuente3,fuente1:173 | fuente2:1724 | fuente3:3079,fuente3:3080,"[""1896 Summer | GRE | Greece-3 | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAFE_EVENT_COMPONENT_ONLY,,,,,,,,
SAFE_EVENT_COMPONENT,,1;2091;2897,"Men's Singles | Singles, Men (Olympic) | Tennis Men's Singles",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,"Singles, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00001,tennis,tennis,men,0.0,0.0,,1
SAFE_EVENT_COMPONENT,,2;1992;2898;3054,"Doubles, Men (Olympic) | Men's Doubles | Men's Doubles Team | Tennis Men's Doubles",4.0,,6.0,3.0,,,,,SAFE_EVENT_COMPONENT,,"Doubles, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00002,tennis,tennis,men,0.0,0.0,,2
SAFE_EVENT_COMPONENT,,3;1717;2409;2937;3083,"Doubles, Mixed (Olympic) | Doubles, Mixed Youth (YOG) | Mixed Doubles | Mixed Doubles Team | Tennis Mixed Doubles",5.0,,10.0,4.0,,,,,SAFE_EVENT_COMPONENT,,"Doubles, Mixed Youth (YOG)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00003,tennis,tennis,mixed,0.0,0.0,,1717
SAFE_EVENT_COMPONENT,,4;2745,"Men's Singles | Singles, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Singles, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00004,table tennis,table tennis,men,0.0,0.0,,4
SAFE_EVENT_COMPONENT,,6;19,"Singles, Handicap, Men (Olympic (non-medal)) | Singles, Men (Olympic (non-medal))",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Singles, Handicap, Men (Olympic (non-medal))",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00005,tennis,tennis,men,0.0,0.0,,6
SAFE_EVENT_COMPONENT,,7;38,"Doubles, Handicap, Men (Olympic (non-medal)) | Doubles, Men (Olympic (non-medal))",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Doubles, Handicap, Men (Olympic (non-medal))",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00006,tennis,tennis,men,0.0,0.0,,7
SAFE_EVENT_COMPONENT,,24;1915;2725,"Badminton Men's Singles | Men's Singles | Singles, Men (Olympic)",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Badminton Men's Singles,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00008,badminton,badminton,men,0.0,0.0,,1915
SAFE_EVENT_COMPONENT,,26;2408;2830,"Singles, Women (Olympic) | Tennis Women's Singles | Women's Singles",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,"Singles, Women (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00009,tennis,tennis,women,0.0,0.0,,26
SAFE_EVENT_COMPONENT,,27;2410;2908;3075,"Doubles, Women (Olympic) | Tennis Women's Doubles | Women's Doubles | Women's Doubles Team",4.0,,6.0,3.0,,,,,SAFE_EVENT_COMPONENT,,"Doubles, Women (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00010,tennis,tennis,women,0.0,0.0,,27
SAFE_EVENT_COMPONENT,,28;2363;2981;3038,"Badminton Women's Doubles | Doubles, Women (Olympic) | Women's Doubles | Women's Doubles Team",4.0,,6.0,3.0,,,,,SAFE_EVENT_COMPONENT,,Badminton Women's Doubles,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00011,badminton,badminton,women,0.0,0.0,,2363
SAFE_EVENT_COMPONENT,,29;100;1713;2241;2985;3027,"Badminton Mixed Doubles | Doubles, Mixed (Olympic (non-medal)) | Doubles, Mixed (Olympic) | Doubles, Mixed Youth (YOG) | Mixed Doubles | Mixed Doubles Team",6.0,,15.0,5.0,,,,,SAFE_EVENT_COMPONENT,,"Doubles, Mixed (Olympic (non-medal))",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00012,badminton,badminton,mixed,0.0,0.0,,100
SAFE_EVENT_COMPONENT,,30;36,"Singles, Handicap, Women (Olympic (non-medal)) | Singles, Women (Olympic (non-medal))",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Singles, Handicap, Women (Olympic (non-medal))",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00013,tennis,tennis,women,0.0,0.0,,30
SAFE_EVENT_COMPONENT,,31;2952,"Singles, Women (Olympic) | Women's Singles",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Singles, Women (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00014,table tennis,table tennis,women,0.0,0.0,,31
SAFE_EVENT_COMPONENT,,33;2089;2707,"Badminton Women's Singles | Singles, Women (Olympic) | Women's Singles",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Badminton Women's Singles,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00015,badminton,badminton,women,0.0,0.0,,2089
SAFE_EVENT_COMPONENT,,34;2321;2796;3037,"Badminton Men's Doubles | Doubles, Men (Olympic) | Men's Doubles | Men's Doubles Team",4.0,,6.0,3.0,,,,,SAFE_EVENT_COMPONENT,,Badminton Men's Doubles,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00016,badminton,badminton,men,0.0,0.0,,2321
SAFE_EVENT_COMPONENT,,37;2693,"Team, Women (Olympic) | Women's Team",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Team, Women (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00017,table tennis,table tennis,women,0.0,0.0,,37
SAFE_EVENT_COMPONENT,,39;2019,"Hockey Men's Hockey | Hockey, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Hockey, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00018,hockey,hockey,men,0.0,0.0,,39
SAFE_EVENT_COMPONENT,,46;542,"110 metres Hurdles, Men (Intercalated) | 110 metres Hurdles, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"110 metres Hurdles, Men (Intercalated)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00019,athletics,athletics,men,0.0,0.0,,542
SAFE_EVENT_COMPONENT,,47;1947;2810,"Athletics Men's High Jump | High Jump, Men (Olympic) | Men's High Jump",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Athletics Men's High Jump,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00020,athletics,athletics,men,0.0,0.0,,1947
SAFE_EVENT_COMPONENT,,48;1946;2982,"Athletics Men's Pole Vault | Men's Pole Vault | Pole Vault, Men (Olympic)",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Athletics Men's Pole Vault,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00021,athletics,athletics,men,0.0,0.0,,1946
SAFE_EVENT_COMPONENT,,49;1967;2979,"Athletics Men's Long Jump | Long Jump, Men (Olympic) | Men's Long Jump",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Athletics Men's Long Jump,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00022,athletics,athletics,men,0.0,0.0,,1967
SAFE_EVENT_COMPONENT,,50;2080;2783,"Athletics Men's Triple Jump | Men's Triple Jump | Triple Jump, Men (Olympic)",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Athletics Men's Triple Jump,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00023,athletics,athletics,men,0.0,0.0,,2080
SAFE_EVENT_COMPONENT,,54;2909,"Men's Team | Team, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Team, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00024,table tennis,table tennis,men,0.0,0.0,,54
SAFE_EVENT_COMPONENT,,68;2967,"Individual, Men (Olympic) | Men's Individual",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Individual, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00025,modern pentathlon,modern pentathlon,men,0.0,0.0,,68
SAFE_EVENT_COMPONENT,,70;2162;2713,"Archery Men's Individual | Individual, Men (Olympic) | Men's Individual",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Archery Men's Individual,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00026,archery,archery,men,0.0,0.0,,2162
SAFE_EVENT_COMPONENT,,71;2034;2752,"Archery Women's Individual | Individual, Women (Olympic) | Women's Individual",3.0,,3.0,2.0,,,,,SAFE_EVENT_COMPONENT,,Archery Women's Individual,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00027,archery,archery,women,0.0,0.0,,2034
SAFE_EVENT_COMPONENT,,72;118;2230;2656;2865,"Archery Women's Team | Archery Women's Team Round | Team Round, Women (Olympic) | Team, Women (Olympic) | Women's Team",5.0,,10.0,4.0,,,,,SAFE_EVENT_COMPONENT,,Archery Women's Team Round,,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00028,archery,archery,women,0.0,0.0,,2656
SAFE_EVENT_COMPONENT,,73;2714,"Men's Team | Team, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Team, Men (Olympic)",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00029,archery,archery,men,0.0,0.0,,73
SAFE_EVENT_COMPONENT,,74;2389,"Archery Men's Target Archery, 28 metres, Team | Target Archery, 28 metres, Team, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Archery Men's Target Archery, 28 metres, Team",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00030,archery,archery,men,0.0,0.0,,2389
SAFE_EVENT_COMPONENT,,75;2390,"Archery Men's Target Archery, 33 metres, Team | Target Archery, 33 metres, Team, Men (Olympic)",2.0,,1.0,1.0,,,,,SAFE_EVENT_COMPONENT,,"Archery Men's Target Archery, 33 metres, Team",,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID.",,,,,,,,,,,,,,,,EV00031,archery,archery,men,0.0,0.0,,2390
REVIEW_EVENT_COMPONENT,,8;1956;2428;2955,"Fencing Men's epee, Individual | Fencing Men's epee, Masters, Individual | Men's Épée Individual | Épée, Individual, Men (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"Fencing Men's epee, Masters, Individual",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00007,fencing,fencing,men,1.0,0.0,"fuente2:[('1900', 'Summer'), ('1906', 'Summer')] | fuente3:[('1900', 'Summer'), ('1906', 'Summer')]",2428
REVIEW_EVENT_COMPONENT,,241;2052;2378;2721,"Fencing Men's Sabre, Individual | Fencing Men's Sabre, Masters, Individual | Men's Sabre Individual | Sabre, Individual, Men (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"Fencing Men's Sabre, Masters, Individual",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00060,fencing,fencing,men,1.0,0.0,"fuente2:[('1900', 'Summer'), ('1906', 'Summer')] | fuente3:[('1900', 'Summer'), ('1906', 'Summer')]",2378
REVIEW_EVENT_COMPONENT,,267;2603;2903;3080,"Cycling Women's Team Sprint | Team Sprint, Women (Olympic) | Women's Team Sprint | Women's Team Sprint Team",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,Cycling Women's Team Sprint,,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno,,,,,,,,,,,,,,,,EV00067,cycling,cycling track,women,2.0,0.0,,2603
REVIEW_EVENT_COMPONENT,,288;2485;2980;3102,"Cycling Men's Team Sprint | Men's Team Sprint | Men's Team Sprint Team | Team Sprint, Men (Olympic)",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,Cycling Men's Team Sprint,,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno,,,,,,,,,,,,,,,,EV00073,cycling,cycling track,men,2.0,0.0,,2485
REVIEW_EVENT_COMPONENT,,358;1955;2427;2731,"Fencing Men's Foil, Individual | Fencing Men's Foil, Masters, Individual | Foil, Individual, Men (Olympic) | Men's Foil Individual",4.0,,6.0,3.0,,,,,REVIEW_EVENT_COMPONENT,,"Fencing Men's Foil, Masters, Individual",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00081,fencing,fencing,men,1.0,0.0,"fuente2:[('1896', 'Summer'), ('1900', 'Summer')] | fuente3:[('1896', 'Summer'), ('1900', 'Summer')]",2427
REVIEW_EVENT_COMPONENT,,509;510;740;2224;2271,"Free Rifle, Three Positions, 300 metres, Men (Olympic) | Free Rifle, Three Positions, 300 metres, Team, Men (Intercalated) | Free Rifle, Three Positions, 300 metres, Team, Men (Olympic) | Shooting Men's Free Rifle, Three Positions, 300 metres | Shooting Men's Free Rifle, Three Positions, 300 metres, Team",5.0,,10.0,5.0,,,,,REVIEW_EVENT_COMPONENT,,"Free Rifle, Three Positions, 300 metres, Team, Men (Intercalated)",,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición,,,,,,,,,,,,,,,,EV00113,shooting,shooting,men,2.0,0.0,"fuente1:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')] | fuente2:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')]",740
