componente_evento,miembros,nombres,deporte,disciplina,pares_evaluados,pares_safe,pares_review,pares_conflict,pares_faltantes,clasificacion,id_evento_canonico_propuesto,nombre_canonico_propuesto,razon
EV500098,591;592,"Half-Heavyweight, Women (Olympic (non-medal)) | Half-Heavyweight, Women (Olympic)",judo,judo,1,1,0,0,0,SAFE_EVENT_COMPONENT,592,"Half-Heavyweight, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500099,594;599,"Extra-Lightweight, Women (Olympic) | Extra-Lightweight, Women (Olympic (non-medal))",judo,judo,1,1,0,0,0,SAFE_EVENT_COMPONENT,594,"Extra-Lightweight, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500100,597;598,"Half-Lightweight, Women (Olympic) | Half-Lightweight, Women (Olympic (non-medal))",judo,judo,1,1,0,0,0,SAFE_EVENT_COMPONENT,597,"Half-Lightweight, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500101,615;737,"Military Ski Patrol, Men (Olympic) | Military Ski Patrol, Men (Olympic (non-medal))",skiing,military ski patrol,1,1,0,0,0,SAFE_EVENT_COMPONENT,737,"Military Ski Patrol, Men (Olympic (non-medal))",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500102,626;2232;3063,"Double Sculls, Women (Olympic) | Rowing Women's Double Sculls | Women's Double Sculls",rowing,rowing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500103,628;3035,"Lightweight Double Sculls, Women (Olympic) | Lightweight Women's Double Sculls",rowing,rowing,1,1,0,0,0,SAFE_EVENT_COMPONENT,628,"Lightweight Double Sculls, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500104,633;2011;3069,"Quadruple Sculls, Men (Olympic) | Rowing Men's Quadruple Sculls | Men's Quadruple Sculls",rowing,rowing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500105,634;2277;2820,"Single Sculls, Men (Olympic) | Rowing Men's Single Sculls | Men's Single Sculls",rowing,rowing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500106,635;2012;3061,"Double Sculls, Men (Olympic) | Rowing Men's Double Sculls | Men's Double Sculls",rowing,rowing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500107,637;1945;3011,"Lightweight Double Sculls, Men (Olympic) | Rowing Men's Lightweight Double Sculls | Lightweight Men's Double Sculls",rowing,rowing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500108,641;2184;3078,"Quadruple Sculls, Women (Olympic) | Rowing Women's Quadruple Sculls | Women's Quadruple Sculls",rowing,rowing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500109,670;2819,"Trap, Men (Olympic) | Trap Men",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,670,"Trap, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500110,675;2313,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic) | Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,675,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500111,678;2079,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic) | Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,678,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500112,681;2747,"Skeet, Men (Olympic) | Skeet Men",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,681,"Skeet, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500113,687;2840,"Trap, Women (Olympic) | Trap Women",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,687,"Trap, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500114,688;2437,"Running Target, Single and Double Shot, Men (Olympic) | Shooting Men's Running Target, Single And Double Shot",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,688,"Running Target, Single and Double Shot, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500115,689;2419,"Small-Bore Rifle, Prone, 50 and 100 yards, Men (Olympic) | Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,689,"Small-Bore Rifle, Prone, 50 and 100 yards, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500116,690;2421,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic) | Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,690,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500117,691;2422,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic) | Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,691,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500118,700;2225,"Military Rifle, Three Positions, 300 metres, Men (Olympic) | Shooting Men's Military Rifle, Three Positions, 300 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,700,"Military Rifle, Three Positions, 300 metres, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500119,701;2226,"Military Rifle, Any Position, 600 metres, Men (Olympic) | Shooting Men's Military Rifle, Any Position, 600 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,701,"Military Rifle, Any Position, 600 metres, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500120,713;2276,"Free Rifle, 400, 600 and 800 metres, Team, Men (Olympic) | Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,713,"Free Rifle, 400, 600 and 800 metres, Team, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500121,714;2463,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic) | Shooting Men's Small-Bore Rifle, Standing, 50 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,714,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500122,723;2436,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men (Olympic) | Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,723,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500123,724;2870,"Skeet, Women (Olympic) | Skeet Women",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,724,"Skeet, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500124,727;2227,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic) | Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,727,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500125,728;2610,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic) | Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,728,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500126,729;2438,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic) | Shooting Men's Small-Bore Rifle, Any Position, 50 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,729,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500127,730;2439,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic) | Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500128,752;2576,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic) | Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,752,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500129,888;1410,"Water Polo, Women (Olympic (non-medal)) | Water Polo, Women (Olympic)",aquatics,water polo,1,1,0,0,0,SAFE_EVENT_COMPONENT,1410,"Water Polo, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500130,899;2914,"Individual, Women (Olympic) | Women's Individual",modern pentathlon,modern pentathlon,1,1,0,0,0,SAFE_EVENT_COMPONENT,899,"Individual, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500131,908;2063,"Volleyball, Women (Olympic) | Volleyball Women's Volleyball",volleyball,volleyball,1,1,0,0,0,SAFE_EVENT_COMPONENT,908,"Volleyball, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500132,909;2036,"Volleyball, Men (Olympic) | Volleyball Men's Volleyball",volleyball,volleyball,1,1,0,0,0,SAFE_EVENT_COMPONENT,909,"Volleyball, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500133,927;2082;2912,"Long Jump, Women (Olympic) | Athletics Women's Long Jump | Women's Long Jump",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500134,981;1385,"Windsurfer, Women (Olympic) | Windsurfer, Women (Olympic (non-medal))",sailing,sailing,1,1,0,0,0,SAFE_EVENT_COMPONENT,981,"Windsurfer, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500135,1012;2362;3029,"Multihull, Mixed (Olympic) | Sailing Mixed Multihull | Mixed Multihull",sailing,sailing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500136,1017;1969;2888,"Javelin Throw, Women (Olympic) | Athletics Women's Javelin Throw | Women's Javelin Throw",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500137,1018;2280;2787,"Heptathlon, Women (Olympic) | Athletics Women's Heptathlon | Women's Heptathlon",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500138,1024;2199;2986,"High Jump, Women (Olympic) | Athletics Women's High Jump | Women's High Jump",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500139,1026;2129;2847,"Discus Throw, Women (Olympic) | Athletics Women's Discus Throw | Women's Discus Throw",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500140,1029;2002;2866,"Marathon, Women (Olympic) | Athletics Women's Marathon | Women's Marathon",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500141,1030;1996;2762,"Shot Put, Women (Olympic) | Athletics Women's Shot Put | Women's Shot Put",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500142,1032;2514;2872,"Hammer Throw, Women (Olympic) | Athletics Women's Hammer Throw | Women's Hammer Throw",athletics,athletics,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500143,1237;1257,"3,000 metres Relay, Women (Olympic) | 3,000 metres Relay, Women (Olympic (non-medal))",skating,short track speed skating,1,1,0,0,0,SAFE_EVENT_COMPONENT,1237,"3,000 metres Relay, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500144,1240;1267,"Ice Dancing, Mixed (Olympic) | Ice Dancing, Mixed (Olympic (non-medal))",skating,figure skating,1,1,0,0,0,SAFE_EVENT_COMPONENT,1240,"Ice Dancing, Mixed (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500145,1251;1265,"Moguls, Women (Olympic) | Moguls, Women (Olympic (non-medal))",skiing,freestyle skiing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1251,"Moguls, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500146,1255;1256,"Aerials, Women (Olympic (non-medal)) | Aerials, Women (Olympic)",skiing,freestyle skiing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1256,"Aerials, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500147,1289;1291,"5,000 metres Relay, Men (Olympic (non-medal)) | 5,000 metres Relay, Men (Olympic)",skating,short track speed skating,1,1,0,0,0,SAFE_EVENT_COMPONENT,1291,"5,000 metres Relay, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500148,1296;1326,"Moguls, Men (Olympic) | Moguls, Men (Olympic (non-medal))",skiing,freestyle skiing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1296,"Moguls, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500149,1313;1365,"Military Ski Patrol, Men (Olympic) | Military Ski Patrol, Men (Olympic (non-medal))",skiing,cross country skiing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1365,"Military Ski Patrol, Men (Olympic (non-medal))",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500150,1314;1315,"Aerials, Men (Olympic (non-medal)) | Aerials, Men (Olympic)",skiing,freestyle skiing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1315,"Aerials, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500151,1335;2159,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed (Olympic) | Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay",biathlon,biathlon,1,1,0,0,0,SAFE_EVENT_COMPONENT,1335,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500152,1379;2549;2915,"Omnium, Women (Olympic) | Cycling Women's Omnium | Women's Omnium",cycling,cycling track,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500153,1386;2841,"Trap, Team, Mixed (Olympic) | Trap Mixed Team",shooting,shooting,1,1,0,0,0,SAFE_EVENT_COMPONENT,1386,"Trap, Team, Mixed (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500154,1399;1403,"Welterweight, Women (Olympic) | Welterweight, Women (Olympic (non-medal))",taekwondo,taekwondo,1,1,0,0,0,SAFE_EVENT_COMPONENT,1399,"Welterweight, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500155,1441;1442;2238,"Curling, Women (Olympic) | Curling, Women (Olympic (non-medal)) | Curling Women's Curling",curling,curling,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500156,1443;1444;2205,"Curling, Men (Olympic) | Curling, Men (Olympic (non-medal)) | Curling Men's Curling",curling,curling,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500157,1445;2202,"Ice Hockey, Women (Olympic) | Ice Hockey Women's Ice Hockey",ice hockey,ice hockey,1,1,0,0,0,SAFE_EVENT_COMPONENT,1445,"Ice Hockey, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500158,1466;2289;3087,"Skiff, Women (Olympic) | Sailing Women's Skiff | Women's Skiff",sailing,sailing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500159,1467;2453;3060,"Skiff, Men (Olympic) | Sailing Men's Skiff | Men's Skiff",sailing,sailing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500160,1470;2474;2905,"Sabre, Individual, Women (Olympic) | Fencing Women's Sabre, Individual | Women's Sabre Individual",fencing,fencing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500161,1471;2344;2906,"Sabre, Team, Women (Olympic) | Fencing Women's Sabre, Team | Women's Sabre Team",fencing,fencing,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500162,1472;3106,"Relay, Mixed (Olympic) | Mixed Relay",triathlon,triathlon,1,1,0,0,0,SAFE_EVENT_COMPONENT,1472,"Relay, Mixed (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500163,1473;2467;3044,"Team Pursuit, Women (Olympic) | Cycling Women's Team Pursuit | Women's Team Pursuit",cycling,cycling track,3,2,0,0,1,REVIEW_EVENT_COMPONENT,,,Componente en revisión: contiene REVIEW/CONFLICT/MISSING_PAIR interno.
EV500164,1475;3052,"Doubles, Mixed (Olympic) | Mixed Doubles",table tennis,table tennis,1,1,0,0,0,SAFE_EVENT_COMPONENT,1475,"Doubles, Mixed (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500165,1494;2717,"Team, Mixed (Olympic) | Mixed Team",judo,judo,1,1,0,0,0,SAFE_EVENT_COMPONENT,1494,"Team, Mixed (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500166,1600;2957,"Madison, Women (Olympic) | Women's Madison",cycling,cycling track,1,1,0,0,0,SAFE_EVENT_COMPONENT,1600,"Madison, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500167,1677;2873,"Park, Men (Olympic) | Men's Park",roller sports,skateboarding,1,1,0,0,0,SAFE_EVENT_COMPONENT,1677,"Park, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500168,1878;2970,"Park, Women (Olympic) | Women's Park",cycling,bmx freestyle,1,1,0,0,0,SAFE_EVENT_COMPONENT,1878,"Park, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500169,1881;2992,"Combined, Women (Olympic) | Women's Combined",sport climbing,sport climbing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1881,"Combined, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500170,1882;2972,"Street, Women (Olympic) | Women's Street",roller sports,skateboarding,1,1,0,0,0,SAFE_EVENT_COMPONENT,1882,"Street, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500171,1883;2923,"Park, Women (Olympic) | Women's Park",roller sports,skateboarding,1,1,0,0,0,SAFE_EVENT_COMPONENT,1883,"Park, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500172,1885;2989,"Park, Men (Olympic) | Men's Park",cycling,bmx freestyle,1,1,0,0,0,SAFE_EVENT_COMPONENT,1885,"Park, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500173,1886;2994,"Combined, Men (Olympic) | Men's Combined",sport climbing,sport climbing,1,1,0,0,0,SAFE_EVENT_COMPONENT,1886,"Combined, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500174,1888;2907,"Street, Men (Olympic) | Men's Street",roller sports,skateboarding,1,1,0,0,0,SAFE_EVENT_COMPONENT,1888,"Street, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500175,1894;2853,"Kata, Men (Olympic) | Men's Kata",karate,karate,1,1,0,0,0,SAFE_EVENT_COMPONENT,1894,"Kata, Men (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
EV500176,1895;2867,"Kata, Women (Olympic) | Women's Kata",karate,karate,1,1,0,0,0,SAFE_EVENT_COMPONENT,1895,"Kata, Women (Olympic)",Todos los pares internos son SAFE_EVENT_ALIAS; canon existente con menor redundancia numérica/semántica y cobertura determinista.
