id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon
1064,"Javelin Throw, Freestyle, Men (Intercalated)",1065,"Javelin Throw, Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1067,"Light-Heavyweight, Greco-Roman, Men (Olympic)",1096,"Heavyweight, Greco-Roman, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.921053,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1069,"1 mile, Handicap, Men (Olympic (non-medal))",1138,"1 mile, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.861538,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1069,"1 mile, Handicap, Men (Olympic (non-medal))",1162,"1 mile, Team, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.936709,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1071,"Pole Vault, Handicap, Men (Olympic (non-medal))",1169,"Pole Vault, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.876712,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1072,"Heavyweight, Men (Olympic)",1096,"Heavyweight, Greco-Roman, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.793103,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1072,"Heavyweight, Men (Olympic)",1098,"Heavyweight, Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.821429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1076,"440 yards, Handicap, Men (Olympic (non-medal))",1149,"440 yards, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1077,"880 yards, Handicap, Men (Olympic (non-medal))",1150,"880 yards, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1093,"400 metres, Handicap, Men (Olympic (non-medal))",1097,"400 metres Hurdles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.911111,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1096,"Heavyweight, Greco-Roman, Men (Olympic)",1171,"Heavyweight, Greco-Roman, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.773333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1104,"Long Jump, Men (Olympic (non-medal))",1128,"Long Jump, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1105,"Triple Jump, Men (Olympic (non-medal))",1106,"Standing Triple Jump, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.88,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1114,"Individual All-Around, Men (Olympic)",1159,"Individual All-Around, Field Sports, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.835443,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1114,"Individual All-Around, Men (Olympic)",1160,"Individual All-Around, Apparatus Work, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1117,"Horizontal Bar, Men (Olympic)",1118,"Horizontal Bar, Teams, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1138,"1 mile, Men (Olympic (non-medal))",1162,"1 mile, Team, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1152,"2 miles, Men (Olympic (non-medal))",1163,"2 miles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.865672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1154,"220 yards, Men (Olympic (non-medal))",1165,"220 yards, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1154,"220 yards, Men (Olympic (non-medal))",1167,"220 yards Hurdles, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.885714,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1158,"Special Scratch Pole Vault #2, Men (Olympic (non-medal))",1169,"Pole Vault, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.780488,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1568,"400 metres, Boys (YOG)",1737,"400 metres Hurdles, Boys (YOG)",Athletics,Athletics,MEN,MEN,0.826087,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1928,Athletics Men's Shot Put,2317,"Athletics Men's Shot Put, Both Hands",Athletics,Athletics,MEN,MEN,0.813559,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1928,Athletics Men's Shot Put,2736,Men's Shot Put,Athletics,Athletics,MEN,MEN,0.736842,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1946,Athletics Men's Pole Vault,2982,Men's Pole Vault,Athletics,Athletics,MEN,MEN,0.761905,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1947,Athletics Men's High Jump,2216,Athletics Men's Standing High Jump,Athletics,Athletics,MEN,MEN,0.847458,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1947,Athletics Men's High Jump,2810,Men's High Jump,Athletics,Athletics,MEN,MEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1949,"Athletics Men's 1,500 metres",2578,"Athletics Men's 1,500 metres Walk",Athletics,Athletics,MEN,MEN,0.918033,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1966,Athletics Men's 4 x 100 metres Relay,2003,Athletics Men's 100 metres,Athletics,Athletics,MEN,MEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1967,Athletics Men's Long Jump,2217,Athletics Men's Standing Long Jump,Athletics,Athletics,MEN,MEN,0.847458,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1967,Athletics Men's Long Jump,2979,Men's Long Jump,Athletics,Athletics,MEN,MEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1973,"Athletics Men's 5,000 metres",2545,"Athletics Men's 5,000 metres, Team",Athletics,Athletics,MEN,MEN,0.918033,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2014,Athletics Men's 400 metres Hurdles,2015,Athletics Men's 400 metres,Athletics,Athletics,MEN,MEN,0.866667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2015,Athletics Men's 400 metres,2042,Athletics Men's 4 x 400 metres Relay,Athletics,Athletics,MEN,MEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2016,Athletics Men's Hammer Throw,2869,Men's Hammer Throw,Athletics,Athletics,MEN,MEN,0.782609,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2041,Athletics Men's Marathon,2700,Men's Marathon,Athletics,Athletics,MEN,MEN,0.736842,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2047,Athletics Men's 200 metres,2524,"Athletics Men's 3,200 metres Steeplechase",Athletics,Athletics,MEN,MEN,0.776119,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2047,Athletics Men's 200 metres,2612,Athletics Men's 200 metres Hurdles,Athletics,Athletics,MEN,MEN,0.866667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2062,Athletics Men's Javelin Throw,2173,"Athletics Men's Javelin Throw, Both Hands",Athletics,Athletics,MEN,MEN,0.84058,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2062,Athletics Men's Javelin Throw,2311,"Athletics Men's Javelin Throw, Freestyle",Athletics,Athletics,MEN,MEN,0.852941,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2062,Athletics Men's Javelin Throw,2696,Men's Javelin Throw,Athletics,Athletics,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2080,Athletics Men's Triple Jump,2535,Athletics Men's Standing Triple Jump,Athletics,Athletics,MEN,MEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2080,Athletics Men's Triple Jump,2783,Men's Triple Jump,Athletics,Athletics,MEN,MEN,0.772727,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2097,Athletics Men's Discus Throw,2237,"Athletics Men's Discus Throw, Greek Style",Athletics,Athletics,MEN,MEN,0.823529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2097,Athletics Men's Discus Throw,2599,"Athletics Men's Discus Throw, Both Hands",Athletics,Athletics,MEN,MEN,0.835821,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2097,Athletics Men's Discus Throw,2951,Men's Discus Throw,Athletics,Athletics,MEN,MEN,0.782609,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2123,Athletics Men's Decathlon,2959,Men's Decathlon,Athletics,Athletics,MEN,MEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2312,Athletics Men's Pentathlon (Ancient),2454,Athletics Men's Pentathlon,Athletics,Athletics,MEN,MEN,0.866667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2741,Men's 4 x 400m Relay Team,2995,Men's 4 x 400m Relay,Athletics,Athletics,MEN,MEN,0.888889,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2804,Men's 4 x 100m Relay Team,3000,Men's 4 x 100m Relay,Athletics,Athletics,MEN,MEN,0.888889,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2742,4 x 400m Relay Mixed Team,2878,4 x 400m Relay Mixed,Athletics,Athletics,MIXED,MIXED,0.888889,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
153,"Triple Jump, Women (Olympic)",2999,Women's Triple Jump,Athletics,Athletics,WOMEN,WOMEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
262,"3,000 metres, Women (Olympic)",1083,"3,000 metres Steeplechase, Women (Olympic)",Athletics,Athletics,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
339,"400 metres, Women (Olympic)",340,"4 × 400 metres Relay, Women (Olympic)",Athletics,Athletics,WOMEN,WOMEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
339,"400 metres, Women (Olympic)",1035,"400 metres Hurdles, Women (Olympic)",Athletics,Athletics,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
496,"Pole Vault, Women (Olympic)",2971,Women's Pole Vault,Athletics,Athletics,WOMEN,WOMEN,0.47619,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
927,"Long Jump, Women (Olympic)",2912,Women's Long Jump,Athletics,Athletics,WOMEN,WOMEN,0.45,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
928,"4 × 100 metres Relay, Women (Olympic)",1025,"100 metres, Women (Olympic)",Athletics,Athletics,WOMEN,WOMEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1017,"Javelin Throw, Women (Olympic)",2888,Women's Javelin Throw,Athletics,Athletics,WOMEN,WOMEN,0.541667,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1018,"Heptathlon, Women (Olympic)",2787,Women's Heptathlon,Athletics,Athletics,WOMEN,WOMEN,0.47619,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1024,"High Jump, Women (Olympic)",2986,Women's High Jump,Athletics,Athletics,WOMEN,WOMEN,0.45,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1025,"100 metres, Women (Olympic)",1027,"100 metres Hurdles, Women (Olympic)",Athletics,Athletics,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1026,"Discus Throw, Women (Olympic)",2847,Women's Discus Throw,Athletics,Athletics,WOMEN,WOMEN,0.521739,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1029,"Marathon, Women (Olympic)",2866,Women's Marathon,Athletics,Athletics,WOMEN,WOMEN,0.421053,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1030,"Shot Put, Women (Olympic)",2762,Women's Shot Put,Athletics,Athletics,WOMEN,WOMEN,0.421053,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1032,"Hammer Throw, Women (Olympic)",2872,Women's Hammer Throw,Athletics,Athletics,WOMEN,WOMEN,0.521739,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1532,"100 metres Hurdles, Girls (YOG)",1565,"100 metres, Girls (YOG)",Athletics,Athletics,WOMEN,WOMEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1559,"400 metres Hurdles, Girls (YOG)",1578,"400 metres, Girls (YOG)",Athletics,Athletics,WOMEN,WOMEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1911,Athletics Women's 100 metres,1912,Athletics Women's 4 x 100 metres Relay,Athletics,Athletics,WOMEN,WOMEN,0.848485,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1911,Athletics Women's 100 metres,2236,Athletics Women's 100 metres Hurdles,Athletics,Athletics,WOMEN,WOMEN,0.875,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1969,Athletics Women's Javelin Throw,2888,Women's Javelin Throw,Athletics,Athletics,WOMEN,WOMEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1996,Athletics Women's Shot Put,2762,Women's Shot Put,Athletics,Athletics,WOMEN,WOMEN,0.761905,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2002,Athletics Women's Marathon,2866,Women's Marathon,Athletics,Athletics,WOMEN,WOMEN,0.761905,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2044,"Athletics Women's 3,000 metres",2316,"Athletics Women's 3,000 metres Steeplechase",Athletics,Athletics,WOMEN,WOMEN,0.821918,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2082,Athletics Women's Long Jump,2912,Women's Long Jump,Athletics,Athletics,WOMEN,WOMEN,0.772727,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2129,Athletics Women's Discus Throw,2847,Women's Discus Throw,Athletics,Athletics,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2139,Athletics Women's Pole Vault,2971,Women's Pole Vault,Athletics,Athletics,WOMEN,WOMEN,0.782609,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2145,Athletics Women's 4 x 400 metres Relay,2167,Athletics Women's 400 metres,Athletics,Athletics,WOMEN,WOMEN,0.848485,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2167,Athletics Women's 400 metres,2177,Athletics Women's 400 metres Hurdles,Athletics,Athletics,WOMEN,WOMEN,0.875,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2199,Athletics Women's High Jump,2986,Women's High Jump,Athletics,Athletics,WOMEN,WOMEN,0.772727,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2280,Athletics Women's Heptathlon,2787,Women's Heptathlon,Athletics,Athletics,WOMEN,WOMEN,0.782609,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2370,Athletics Women's Triple Jump,2999,Women's Triple Jump,Athletics,Athletics,WOMEN,WOMEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2514,Athletics Women's Hammer Throw,2872,Women's Hammer Throw,Athletics,Athletics,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2730,Women's 100m,2864,Women's 100m Hurdles,Athletics,Athletics,WOMEN,WOMEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2735,Women's 400m,2964,Women's 400m Hurdles,Athletics,Athletics,WOMEN,WOMEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2759,Women's 4 x 100m Relay Team,2935,Women's 4 x 100m Relay,Athletics,Athletics,WOMEN,WOMEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2848,Women's 4 x 400m Relay Team,3001,Women's 4 x 400m Relay,Athletics,Athletics,WOMEN,WOMEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
24,"Singles, Men (Olympic)",35,"Singles, Men (Olympic (non-medal))",Badminton,Badminton,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
24,"Singles, Men (Olympic)",2725,Men's Singles,Badminton,Badminton,MEN,MEN,0.4375,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
34,"Doubles, Men (Olympic)",98,"Doubles, Men (Olympic (non-medal))",Badminton,Badminton,MEN,MEN,0.791667,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
34,"Doubles, Men (Olympic)",3037,Men's Doubles,Badminton,Badminton,MEN,MEN,0.4375,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1915,Badminton Men's Singles,2725,Men's Singles,Badminton,Badminton,MEN,MEN,0.722222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2321,Badminton Men's Doubles,3037,Men's Doubles,Badminton,Badminton,MEN,MEN,0.722222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2796,Men's Doubles Team,3037,Men's Doubles,Badminton,Badminton,MEN,MEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
29,"Doubles, Mixed (Olympic)",100,"Doubles, Mixed (Olympic (non-medal))",Badminton,Badminton,MIXED,MIXED,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
29,"Doubles, Mixed (Olympic)",1713,"Doubles, Mixed Youth (YOG)",Badminton,Badminton,MIXED,MIXED,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
29,"Doubles, Mixed (Olympic)",3027,Mixed Doubles,Badminton,Badminton,MIXED,MIXED,0.411765,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
2241,Badminton Mixed Doubles,3027,Mixed Doubles,Badminton,Badminton,MIXED,MIXED,0.722222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2985,Mixed Doubles Team,3027,Mixed Doubles,Badminton,Badminton,MIXED,MIXED,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
28,"Doubles, Women (Olympic)",97,"Doubles, Women (Olympic (non-medal))",Badminton,Badminton,WOMEN,WOMEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
28,"Doubles, Women (Olympic)",3038,Women's Doubles,Badminton,Badminton,WOMEN,WOMEN,0.388889,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
33,"Singles, Women (Olympic)",99,"Singles, Women (Olympic (non-medal))",Badminton,Badminton,WOMEN,WOMEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
33,"Singles, Women (Olympic)",2707,Women's Singles,Badminton,Badminton,WOMEN,WOMEN,0.388889,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
2089,Badminton Women's Singles,2707,Women's Singles,Badminton,Badminton,WOMEN,WOMEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2363,Badminton Women's Doubles,3038,Women's Doubles,Badminton,Badminton,WOMEN,WOMEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2981,Women's Doubles Team,3038,Women's Doubles,Badminton,Badminton,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
114,"Baseball, Men (Olympic)",115,"Baseball, Men (Olympic (non-medal))",Baseball/Softball,Baseball,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
114,"Baseball, Men (Olympic)",2106,Baseball Men's Baseball,Baseball/Softball,Baseball,MEN,MEN,0.651163,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
113,"Softball, Women (Olympic)",2033,Softball Women's Softball,Baseball/Softball,Softball,WOMEN,WOMEN,0.723404,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
150,"Basketball, Men (Olympic)",1900,Basketball Men's Basketball,Basketball,Basketball,MEN,MEN,0.653061,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
152,"Basketball, Women (Olympic)",1982,Basketball Women's Basketball,Basketball,Basketball,WOMEN,WOMEN,0.679245,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1274,"10 kilometres Sprint, Men (Olympic)",1302,"10 kilometres, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.877193,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1274,"10 kilometres Sprint, Men (Olympic)",1431,"Sprint, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.72,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1302,"10 kilometres, Men (Olympic)",1304,"10/15 kilometres Pursuit, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1302,"10 kilometres, Men (Olympic)",1305,"4 × 10 kilometres Relay, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1302,"10 kilometres, Men (Olympic)",1448,"10/10 kilometres Pursuit, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1304,"10/15 kilometres Pursuit, Men (Olympic)",1311,"15 kilometres, Men (Olympic)",Biathlon,Biathlon,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
